traveller_id,cus_o,cus_d,highest_pl,whether_request
t487,CS6,CS10,None,N
t1295,CS17,CS7,1,Y
t1218,CS16,CS6,None,N
t236,CS3,CS1,None,N
t355,CS4,CS2,None,N
t148,CS1,CS16,3,Y
t305,CS3,CS17,None,N
t774,CS10,CS17,None,N
t291,CS3,CS10,None,N
t1121,CS14,CS16,None,N
t300,CS3,CS14,None,N
t108,CS1,CS16,None,N
t509,CS6,CS1,None,N
t550,CS7,CS2,1,Y
t109,CS1,CS16,None,N
t123,CS1,CS3,None,N
t1352,CS17,CS16,None,N
t226,CS2,CS16,1,Y
t1246,CS16,CS1,3,Y
t1084,CS14,CS17,None,N
t382,CS4,CS16,None,N
t475,CS6,CS3,None,N
t338,CS4,CS14,None,N
t747,CS10,CS3,None,N
t573,CS7,CS14,None,N
t304,CS3,CS16,None,N
t1334,CS17,CS7,4,Y
t813,CS10,CS17,None,N
t203,CS2,CS4,None,N
t1245,CS16,CS1,None,N
t1211,CS16,CS3,None,N
t343,CS4,CS16,None,N
t753,CS10,CS6,1,Y
t1085,CS14,CS17,None,N
t471,CS6,CS1,2,Y
t1285,CS17,CS2,None,N
t1219,CS16,CS7,4,Y
t1348,CS17,CS14,None,N
t1217,CS16,CS6,None,N
t1328,CS17,CS4,None,N
t1329,CS17,CS4,None,N
t1322,CS17,CS1,None,N
t533,CS6,CS14,None,N
t1103,CS14,CS6,None,N
t755,CS10,CS7,2,Y
t383,CS4,CS17,None,N
t303,CS3,CS16,None,N
t748,CS10,CS3,None,N
t1093,CS14,CS1,None,N
t325,CS4,CS7,None,N
t1098,CS14,CS3,None,N
t559,CS7,CS6,None,N
t174,CS2,CS10,3,Y
t225,CS2,CS16,3,Y
t749,CS10,CS4,None,N
t810,CS10,CS16,None,N
t370,CS4,CS10,None,N
t85,CS1,CS4,None,N
t122,CS1,CS3,None,N
t501,CS6,CS17,None,N
t745,CS10,CS2,None,N
t253,CS3,CS10,None,N
t1256,CS16,CS6,None,N
t516,CS6,CS4,None,N
t186,CS2,CS16,None,N
t264,CS3,CS16,None,N
t1207,CS16,CS1,None,N
t86,CS1,CS4,None,N
t788,CS10,CS4,None,N
t169,CS2,CS7,1,Y
t1309,CS17,CS14,None,N
t470,CS6,CS1,None,N
t1257,CS16,CS7,4,Y
t316,CS4,CS2,None,N
t163,CS2,CS4,None,N
t576,CS7,CS16,3,Y
t1333,CS17,CS6,3,Y
t358,CS4,CS3,None,N
t772,CS10,CS16,1,Y
t1351,CS17,CS16,None,N
t124,CS1,CS4,None,N
t111,CS1,CS17,None,N
t785,CS10,CS2,4,Y
t1324,CS17,CS2,None,N
t188,CS2,CS17,None,N
t1232,CS16,CS14,None,N
t500,CS6,CS17,None,N
t345,CS4,CS17,None,N
t1249,CS16,CS3,None,N
t1252,CS16,CS4,None,N
t277,CS3,CS2,None,N
t1323,CS17,CS1,None,N
t486,CS6,CS10,4,Y
t353,CS4,CS1,None,N
t512,CS6,CS2,4,Y
t1225,CS16,CS10,None,N
t91,CS1,CS7,None,N
t1251,CS16,CS4,None,N
t577,CS7,CS16,4,Y
t558,CS7,CS6,3,Y
vehicle_id,loc_css
sv0,CS10
sv1,CS2
sv2,CS6
sv3,CS13
sv4,CS6
sv5,CS2
sv6,CS10
sv7,CS7
sv8,CS7
sv9,CS16
sv10,CS17
sv11,CS7
sv12,CS2
sv13,CS10
sv14,CS11
sv15,CS19
sv16,CS19
sv17,CS16
sv18,CS1
sv19,CS6
sv20,CS7
sv21,CS2
sv22,CS15
sv23,CS11
sv24,CS16
