traveller_id,cus_o,cus_d,highest_pl,whether_request
t741,CS10,CS0,4,Y
t1301,CS17,CS10,None,N
t813,CS10,CS17,None,N
t10,CS0,CS5,None,N
t322,CS4,CS5,None,N
t235,CS3,CS0,4,Y
t234,CS3,CS0,None,N
t289,CS3,CS9,None,N
t352,CS4,CS0,None,N
t971,CS12,CS18,None,N
t682,CS9,CS10,None,N
t236,CS3,CS1,None,N
t150,CS1,CS17,None,N
t1305,CS17,CS12,None,N
t152,CS1,CS18,None,N
t1292,CS17,CS5,None,N
t897,CS12,CS0,None,N
t968,CS12,CS17,None,N
t151,CS1,CS18,4,Y
t345,CS4,CS17,None,N
t292,CS3,CS10,None,N
t780,CS10,CS0,None,N
t1370,CS18,CS5,None,N
t709,CS9,CS3,None,N
t946,CS12,CS5,None,N
t61,CS0,CS12,4,Y
t906,CS12,CS4,None,N
t6,CS0,CS3,None,N
t1365,CS18,CS3,None,N
t936,CS12,CS0,None,N
t673,CS9,CS5,None,N
t123,CS1,CS3,None,N
t445,CS5,CS9,None,N
t915,CS12,CS9,None,N
t273,CS3,CS0,None,N
t425,CS5,CS18,1,Y
t22,CS0,CS12,None,N
t23,CS0,CS12,None,N
t448,CS5,CS10,1,Y
t944,CS12,CS4,None,N
t1398,CS18,CS0,None,N
t58,CS0,CS10,None,N
t737,CS9,CS18,None,N
t406,CS5,CS9,None,N
t797,CS10,CS9,4,Y
t669,CS9,CS3,None,N
t670,CS9,CS3,1,Y
t1430,CS18,CS17,None,N
t1368,CS18,CS4,None,N
t412,CS5,CS12,1,Y
t791,CS10,CS5,None,N
t464,CS5,CS18,None,N
t74,CS0,CS18,1,Y
t1406,CS18,CS4,None,N
t708,CS9,CS3,None,N
t18,CS0,CS10,None,N
t1327,CS17,CS3,None,N
t253,CS3,CS10,None,N
t1329,CS17,CS4,None,N
t671,CS9,CS4,None,N
t49,CS0,CS5,2,Y
t35,CS0,CS18,None,N
t1362,CS18,CS1,None,N
t306,CS3,CS17,None,N
t399,CS5,CS4,None,N
t789,CS10,CS4,None,N
t1289,CS17,CS4,None,N
t1405,CS18,CS4,None,N
t429,CS5,CS0,4,Y
t1283,CS17,CS1,None,N
t133,CS1,CS9,4,Y
t736,CS9,CS18,None,N
t932,CS12,CS18,None,N
t370,CS4,CS10,None,N
t759,CS10,CS9,None,N
t86,CS1,CS4,None,N
t19,CS0,CS10,None,N
t1397,CS18,CS0,None,N
t118,CS1,CS0,None,N
t666,CS9,CS1,4,Y
t384,CS4,CS17,None,N
t282,CS3,CS5,None,N
t446,CS5,CS9,None,N
t720,CS9,CS10,None,N
t5,CS0,CS3,None,N
t1354,CS17,CS18,None,N
t307,CS3,CS18,None,N
t945,CS12,CS4,None,N
t250,CS3,CS9,None,N
t814,CS10,CS18,None,N
t373,CS4,CS12,None,N
t1290,CS17,CS4,None,N
t787,CS10,CS3,None,N
t47,CS0,CS4,None,N
t704,CS9,CS1,None,N
t674,CS9,CS5,None,N
t1414,CS18,CS9,None,N
t1367,CS18,CS4,None,N
t335,CS4,CS12,None,N
t413,CS5,CS12,1,Y
vehicle_id,loc_css
sv0,CS2
sv1,CS1
sv2,CS5
sv3,CS6
sv4,CS0
sv5,CS10
sv6,CS5
sv7,CS0
sv8,CS1
sv9,CS1
sv10,CS10
sv11,CS0
sv12,CS0
sv13,CS8
sv14,CS9
sv15,CS5
sv16,CS2
sv17,CS0
sv18,CS5
sv19,CS5
sv20,CS15
sv21,CS3
sv22,CS5
sv23,CS18
sv24,CS0
