traveller_id,cus_o,cus_d,highest_pl,whether_request
t909,CS12,CS6,None,N
t1160,CS15,CS17,None,N
t1246,CS16,CS1,None,N
t140,CS1,CS12,2,Y
t1119,CS14,CS15,1,Y
t1256,CS16,CS6,None,N
t317,CS4,CS2,None,N
t538,CS6,CS16,1,Y
t111,CS1,CS17,None,N
t1210,CS16,CS2,4,Y
t323,CS4,CS6,None,N
t1081,CS14,CS15,None,N
t1350,CS17,CS15,None,N
t540,CS6,CS17,None,N
t343,CS4,CS16,None,N
t1267,CS16,CS12,None,N
t899,CS12,CS1,None,N
t148,CS1,CS16,None,N
t109,CS1,CS16,None,N
t534,CS6,CS14,None,N
t1105,CS14,CS7,4,Y
t339,CS4,CS14,None,N
t511,CS6,CS2,None,N
t1122,CS14,CS17,None,N
t924,CS12,CS14,None,N
t1273,CS16,CS15,None,N
t344,CS4,CS17,None,N
t353,CS4,CS1,None,N
t1324,CS17,CS2,None,N
t573,CS7,CS14,2,Y
t316,CS4,CS2,None,N
t90,CS1,CS6,None,N
t481,CS6,CS7,4,Y
t512,CS6,CS2,4,Y
t167,CS2,CS6,None,N
t1233,CS16,CS14,None,N
t340,CS4,CS15,None,N
t1196,CS15,CS16,None,N
t227,CS2,CS17,None,N
t495,CS6,CS14,None,N
t356,CS4,CS2,None,N
t1194,CS15,CS14,None,N
t355,CS4,CS2,None,N
t1170,CS15,CS1,4,Y
t539,CS6,CS17,None,N
t188,CS2,CS17,None,N
t499,CS6,CS16,None,N
t1190,CS15,CS12,None,N
t962,CS12,CS14,None,N
t345,CS4,CS17,None,N
t577,CS7,CS16,None,N
t91,CS1,CS7,None,N
t1290,CS17,CS4,None,N
t549,CS7,CS1,2,Y
t1153,CS15,CS12,None,N
t554,CS7,CS4,None,N
t362,CS4,CS6,None,N
t334,CS4,CS12,None,N
t224,CS2,CS15,3,Y
t1138,CS15,CS4,None,N
t187,CS2,CS16,None,N
t576,CS7,CS16,2,Y
t164,CS2,CS4,None,N
t86,CS1,CS4,None,N
t568,CS7,CS12,None,N
t1347,CS17,CS14,None,N
t1198,CS15,CS17,None,N
t315,CS4,CS1,None,N
t1121,CS14,CS16,2,Y
t198,CS2,CS1,None,N
t130,CS1,CS7,2,Y
t184,CS2,CS15,None,N
t1137,CS15,CS4,None,N
t139,CS1,CS12,None,N
t923,CS12,CS14,None,N
t1234,CS16,CS15,None,N
t1323,CS17,CS1,None,N
t1289,CS17,CS4,None,N
t1322,CS17,CS1,None,N
t967,CS12,CS16,None,N
t945,CS12,CS4,None,N
t1123,CS14,CS17,None,N
t169,CS2,CS7,None,N
t1179,CS15,CS6,4,Y
t1083,CS14,CS16,None,N
t1120,CS14,CS16,None,N
t110,CS1,CS17,None,N
t490,CS6,CS12,None,N
t949,CS12,CS6,1,Y
t558,CS7,CS6,1,Y
t491,CS6,CS12,None,N
t939,CS12,CS1,None,N
t533,CS6,CS14,None,N
t223,CS2,CS15,2,Y
t1325,CS17,CS2,None,N
t1247,CS16,CS2,None,N
t1176,CS15,CS4,1,Y
t147,CS1,CS16,None,N
t498,CS6,CS16,None,N
t1309,CS17,CS14,None,N
t183,CS2,CS14,None,N
t1351,CS17,CS16,1,Y
t520,CS6,CS7,4,Y
t1197,CS15,CS16,None,N
t473,CS6,CS2,None,N
t1312,CS17,CS16,None,N
t1159,CS15,CS16,4,Y
t186,CS2,CS16,None,N
t384,CS4,CS17,None,N
t1191,CS15,CS12,None,N
t1286,CS17,CS2,None,N
t1329,CS17,CS4,None,N
t535,CS6,CS15,4,Y
t89,CS1,CS6,None,N
t1207,CS16,CS1,None,N
t911,CS12,CS7,2,Y
t1333,CS17,CS6,None,N
t928,CS12,CS16,None,N
t158,CS2,CS1,None,N
t379,CS4,CS15,None,N
t338,CS4,CS14,None,N
t1294,CS17,CS6,None,N
t941,CS12,CS2,2,Y
t1283,CS17,CS1,None,N
t1132,CS15,CS1,None,N
t574,CS7,CS15,4,Y
t105,CS1,CS14,None,N
t1313,CS17,CS16,None,N
t501,CS6,CS17,2,Y
t107,CS1,CS15,None,N
t373,CS4,CS12,None,N
t905,CS12,CS4,None,N
t1245,CS16,CS1,None,N
t1131,CS15,CS1,2,Y
t182,CS2,CS14,None,N
t314,CS4,CS1,None,N
t1217,CS16,CS6,None,N
t108,CS1,CS16,None,N
t938,CS12,CS1,None,N
t120,CS1,CS2,1,Y
t1161,CS15,CS17,4,Y
t930,CS12,CS17,None,N
t1213,CS16,CS4,None,N
t202,CS2,CS4,None,N
t363,CS4,CS6,None,N
t536,CS6,CS15,4,Y
t374,CS4,CS12,None,N
t926,CS12,CS15,2,Y
t1343,CS17,CS12,None,N
t1171,CS15,CS2,None,N
t1181,CS15,CS7,4,Y
t364,CS4,CS7,None,N
t1235,CS16,CS15,4,Y
t515,CS6,CS4,None,N
t579,CS7,CS17,None,N
t1285,CS17,CS2,None,N
t1133,CS15,CS2,None,N
t969,CS12,CS17,None,N
t1266,CS16,CS12,None,N
t537,CS6,CS16,None,N
t1214,CS16,CS4,None,N
t1095,CS14,CS2,None,N
t335,CS4,CS12,None,N
t1143,CS15,CS7,4,Y
t1236,CS16,CS17,None,N
t1096,CS14,CS2,None,N
t1175,CS15,CS4,4,Y
t354,CS4,CS1,None,N
t1311,CS17,CS15,None,N
t470,CS6,CS1,None,N
t555,CS7,CS4,None,N
t1232,CS16,CS14,None,N
t1328,CS17,CS4,None,N
t569,CS7,CS12,1,Y
t477,CS6,CS4,None,N
t1293,CS17,CS6,None,N
t1156,CS15,CS14,1,Y
t1310,CS17,CS15,None,N
t1082,CS14,CS16,None,N
t1295,CS17,CS7,None,N
t101,CS1,CS12,None,N
t497,CS6,CS15,None,N
t206,CS2,CS6,2,Y
t144,CS1,CS14,None,N
t1141,CS15,CS6,4,Y
t226,CS2,CS16,None,N
t382,CS4,CS16,None,N
t149,CS1,CS17,None,N
t1308,CS17,CS14,None,N
t1094,CS14,CS1,None,N
t559,CS7,CS6,4,Y
t129,CS1,CS6,1,Y
t228,CS2,CS17,None,N
t1332,CS17,CS6,None,N
t1218,CS16,CS6,None,N
t1114,CS14,CS12,None,N
t1274,CS16,CS17,None,N
t1270,CS16,CS14,None,N
t1251,CS16,CS4,None,N
t965,CS12,CS15,None,N
t159,CS2,CS1,None,N
t1118,CS14,CS15,None,N
t1080,CS14,CS15,3,Y
t948,CS12,CS6,None,N
t530,CS6,CS12,None,N
t1252,CS16,CS4,None,N
t124,CS1,CS4,None,N
t1157,CS15,CS14,2,Y
t185,CS2,CS15,None,N
t324,CS4,CS6,None,N
t342,CS4,CS16,None,N
t1152,CS15,CS12,None,N
t509,CS6,CS1,None,N
t1334,CS17,CS7,None,N
t1158,CS15,CS16,None,N
t106,CS1,CS15,3,Y
t221,CS2,CS14,None,N
t1169,CS15,CS1,None,N
t1103,CS14,CS6,None,N
t1229,CS16,CS12,None,N
t104,CS1,CS14,None,N
t1208,CS16,CS1,None,N
t1349,CS17,CS15,None,N
t146,CS1,CS15,1,Y
t168,CS2,CS6,None,N
t494,CS6,CS14,None,N
t222,CS2,CS14,2,Y
t1271,CS16,CS14,1,Y
t128,CS1,CS6,1,Y
t381,CS4,CS16,None,N
t1195,CS15,CS14,None,N
t1084,CS14,CS17,None,N
t1344,CS17,CS12,None,N
t225,CS2,CS16,None,N
t1304,CS17,CS12,None,N
t964,CS12,CS15,None,N
t1199,CS15,CS17,None,N
t380,CS4,CS15,3,Y
t163,CS2,CS4,3,Y
t925,CS12,CS15,3,Y
t85,CS1,CS4,None,N
t1219,CS16,CS7,None,N
t203,CS2,CS4,None,N
t1272,CS16,CS15,1,Y
t1104,CS14,CS6,1,Y
t189,CS2,CS17,None,N
t927,CS12,CS16,None,N
t1275,CS16,CS17,None,N
t575,CS7,CS15,4,Y
t1180,CS15,CS6,None,N
t471,CS6,CS1,None,N
t1085,CS14,CS17,None,N
t341,CS4,CS15,None,N
t121,CS1,CS2,None,N
t1228,CS16,CS12,None,N
t578,CS7,CS17,None,N
t929,CS12,CS17,None,N
t1172,CS15,CS2,1,Y
t476,CS6,CS4,None,N
t1209,CS16,CS2,None,N
t516,CS6,CS4,None,N
t82,CS1,CS2,None,N
t510,CS6,CS1,4,Y
t1348,CS17,CS14,None,N
t966,CS12,CS16,None,N
t1248,CS16,CS2,None,N
t1284,CS17,CS1,None,N
t1093,CS14,CS1,None,N
t944,CS12,CS4,None,N
t1115,CS14,CS12,None,N
t81,CS1,CS2,None,N
t207,CS2,CS6,3,Y
t145,CS1,CS15,None,N
t1142,CS15,CS6,4,Y
t197,CS2,CS1,None,N
t125,CS1,CS4,None,N
t968,CS12,CS17,None,N
t150,CS1,CS17,None,N
t963,CS12,CS14,None,N
t100,CS1,CS12,None,N
t1352,CS17,CS16,None,N
t496,CS6,CS15,2,Y
t472,CS6,CS2,None,N
t500,CS6,CS17,None,N
t325,CS4,CS7,None,N
t548,CS7,CS1,None,N
t1257,CS16,CS7,1,Y
t906,CS12,CS4,None,N
t143,CS1,CS14,None,N
t383,CS4,CS17,4,Y
t902,CS12,CS2,None,N
t529,CS6,CS12,None,N
t572,CS7,CS14,3,Y
t950,CS12,CS7,None,N
t1134,CS15,CS2,4,Y
t900,CS12,CS1,None,N
t1305,CS17,CS12,None,N
t1255,CS16,CS6,4,Y
t550,CS7,CS2,1,Y
t1237,CS16,CS17,None,N
vehicle_id,loc_css
sv0,CS10
sv1,CS4
sv2,CS15
sv3,CS1
sv4,CS14
sv5,CS1
sv6,CS6
sv7,CS6
sv8,CS6
sv9,CS17
sv10,CS7
sv11,CS15
sv12,CS7
sv13,CS2
sv14,CS16
sv15,CS6
sv16,CS18
sv17,CS4
sv18,CS16
sv19,CS7
sv20,CS1
sv21,CS6
sv22,CS15
sv23,CS16
sv24,CS7
sv25,CS15
sv26,CS9
sv27,CS16
sv28,CS8
sv29,CS6
sv30,CS12
sv31,CS16
sv32,CS1
sv33,CS2
sv34,CS1
sv35,CS15
sv36,CS7
sv37,CS15
sv38,CS14
sv39,CS16
sv40,CS12
sv41,CS4
sv42,CS2
sv43,CS16
sv44,CS6
sv45,CS1
sv46,CS6
sv47,CS17
sv48,CS2
sv49,CS11
sv50,CS10
sv51,CS12
sv52,CS14
sv53,CS12
sv54,CS2
sv55,CS15
sv56,CS13
sv57,CS7
sv58,CS9
sv59,CS18
sv60,CS15
sv61,CS6
sv62,CS6
sv63,CS15
sv64,CS2
sv65,CS7
sv66,CS6
sv67,CS16
sv68,CS19
sv69,CS6
sv70,CS7
sv71,CS17
sv72,CS7
sv73,CS2
sv74,CS16
sv75,CS16
sv76,CS15
sv77,CS8
sv78,CS12
sv79,CS10
sv80,CS2
sv81,CS0
sv82,CS15
sv83,CS6
sv84,CS14
sv85,CS15
sv86,CS6
sv87,CS2
sv88,CS7
sv89,CS12
sv90,CS19
sv91,CS1
sv92,CS2
sv93,CS15
sv94,CS11
sv95,CS1
sv96,CS1
sv97,CS1
sv98,CS6
sv99,CS4
sv100,CS5
sv101,CS2
sv102,CS1
sv103,CS14
sv104,CS1
sv105,CS7
sv106,CS13
sv107,CS15
sv108,CS12
sv109,CS15
sv110,CS19
sv111,CS1
sv112,CS7
sv113,CS7
sv114,CS1
sv115,CS1
sv116,CS14
sv117,CS4
sv118,CS19
sv119,CS12
sv120,CS1
sv121,CS14
sv122,CS2
sv123,CS6
sv124,CS16
sv125,CS15
sv126,CS15
sv127,CS15
sv128,CS7
sv129,CS15
sv130,CS6
sv131,CS7
sv132,CS6
sv133,CS9
sv134,CS4
sv135,CS18
sv136,CS9
sv137,CS12
sv138,CS15
sv139,CS7
sv140,CS7
sv141,CS13
sv142,CS1
sv143,CS15
sv144,CS4
sv145,CS7
sv146,CS2
sv147,CS16
sv148,CS1
sv149,CS2
