traveller_id,cus_o,cus_d,highest_pl,whether_request
t909,CS12,CS6,None,N
t1160,CS15,CS17,None,N
t1246,CS16,CS1,None,N
t140,CS1,CS12,2,Y
t1119,CS14,CS15,4,Y
t1256,CS16,CS6,1,Y
t317,CS4,CS2,None,N
t538,CS6,CS16,None,N
t111,CS1,CS17,None,N
t1210,CS16,CS2,2,Y
t323,CS4,CS6,None,N
t1081,CS14,CS15,None,N
t1350,CS17,CS15,None,N
t540,CS6,CS17,None,N
t343,CS4,CS16,None,N
t1267,CS16,CS12,1,Y
t899,CS12,CS1,None,N
t148,CS1,CS16,1,Y
t109,CS1,CS16,None,N
t534,CS6,CS14,1,Y
t1105,CS14,CS7,None,N
t339,CS4,CS14,None,N
t511,CS6,CS2,None,N
t1122,CS14,CS17,None,N
t924,CS12,CS14,None,N
t1273,CS16,CS15,4,Y
t344,CS4,CS17,None,N
t353,CS4,CS1,None,N
t1324,CS17,CS2,None,N
t573,CS7,CS14,None,N
t316,CS4,CS2,None,N
t90,CS1,CS6,None,N
t481,CS6,CS7,4,Y
t512,CS6,CS2,4,Y
t167,CS2,CS6,None,N
t1233,CS16,CS14,None,N
t340,CS4,CS15,None,N
t1196,CS15,CS16,4,Y
t227,CS2,CS17,None,N
t495,CS6,CS14,None,N
t356,CS4,CS2,None,N
t1194,CS15,CS14,None,N
t355,CS4,CS2,None,N
t1170,CS15,CS1,2,Y
t539,CS6,CS17,None,N
t188,CS2,CS17,None,N
t499,CS6,CS16,2,Y
t1190,CS15,CS12,None,N
t962,CS12,CS14,None,N
t345,CS4,CS17,None,N
t577,CS7,CS16,None,N
t91,CS1,CS7,1,Y
t1290,CS17,CS4,None,N
t549,CS7,CS1,None,N
t1153,CS15,CS12,None,N
t554,CS7,CS4,3,Y
t362,CS4,CS6,None,N
t334,CS4,CS12,None,N
t224,CS2,CS15,2,Y
t1138,CS15,CS4,None,N
t187,CS2,CS16,None,N
t576,CS7,CS16,None,N
t164,CS2,CS4,None,N
t86,CS1,CS4,None,N
t568,CS7,CS12,4,Y
t1347,CS17,CS14,None,N
t1198,CS15,CS17,None,N
t315,CS4,CS1,None,N
t1121,CS14,CS16,None,N
t198,CS2,CS1,None,N
t130,CS1,CS7,4,Y
t184,CS2,CS15,None,N
t1137,CS15,CS4,None,N
t139,CS1,CS12,None,N
t923,CS12,CS14,None,N
t1234,CS16,CS15,None,N
t1323,CS17,CS1,None,N
t1289,CS17,CS4,None,N
t1322,CS17,CS1,None,N
t967,CS12,CS16,None,N
t945,CS12,CS4,None,N
t1123,CS14,CS17,None,N
t169,CS2,CS7,None,N
t1179,CS15,CS6,4,Y
t1083,CS14,CS16,None,N
t1120,CS14,CS16,None,N
t110,CS1,CS17,None,N
t490,CS6,CS12,None,N
t949,CS12,CS6,3,Y
t558,CS7,CS6,None,N
t491,CS6,CS12,None,N
t939,CS12,CS1,None,N
t533,CS6,CS14,3,Y
t223,CS2,CS15,4,Y
t1325,CS17,CS2,1,Y
t1247,CS16,CS2,None,N
t1176,CS15,CS4,None,N
t147,CS1,CS16,2,Y
t498,CS6,CS16,None,N
t1309,CS17,CS14,None,N
vehicle_id,loc_css
sv0,CS14
sv1,CS7
sv2,CS1
sv3,CS15
sv4,CS17
sv5,CS16
sv6,CS18
sv7,CS6
sv8,CS16
sv9,CS12
sv10,CS16
sv11,CS7
sv12,CS16
sv13,CS1
sv14,CS2
sv15,CS11
sv16,CS6
sv17,CS1
sv18,CS3
sv19,CS7
sv20,CS6
sv21,CS5
sv22,CS1
sv23,CS1
sv24,CS7
sv25,CS19
sv26,CS11
sv27,CS2
sv28,CS6
sv29,CS6
sv30,CS1
sv31,CS1
sv32,CS2
sv33,CS1
sv34,CS12
sv35,CS19
sv36,CS8
sv37,CS1
sv38,CS15
sv39,CS6
sv40,CS1
sv41,CS10
sv42,CS2
sv43,CS15
sv44,CS1
sv45,CS17
sv46,CS6
sv47,CS6
sv48,CS13
sv49,CS17
