traveller_id,cus_o,cus_d,highest_pl,whether_request
t447,CS5,CS10,2,Y
t476,CS6,CS4,None,N
t487,CS6,CS10,1,Y
t360,CS4,CS5,None,N
t1261,CS16,CS9,None,N
t514,CS6,CS3,None,N
t398,CS5,CS4,None,N
t406,CS5,CS9,None,N
t556,CS7,CS5,None,N
t576,CS7,CS16,2,Y
t1249,CS16,CS3,None,N
t369,CS4,CS10,None,N
t786,CS10,CS3,None,N
t165,CS2,CS5,None,N
t515,CS6,CS4,None,N
t810,CS10,CS16,None,N
t1234,CS16,CS15,None,N
t1141,CS15,CS6,None,N
t250,CS3,CS9,None,N
t185,CS2,CS15,None,N
t1217,CS16,CS6,None,N
t712,CS9,CS5,2,Y
t402,CS5,CS6,None,N
t693,CS9,CS16,None,N
t708,CS9,CS3,None,N
t226,CS2,CS16,2,Y
t238,CS3,CS2,None,N
t669,CS9,CS3,None,N
t475,CS6,CS3,None,N
t554,CS7,CS4,4,Y
t409,CS5,CS10,1,Y
t285,CS3,CS6,None,N
t525,CS6,CS10,4,Y
t536,CS6,CS15,4,Y
t225,CS2,CS16,None,N
t421,CS5,CS16,1,Y
t478,CS6,CS5,None,N
t246,CS3,CS6,None,N
t302,CS3,CS15,None,N
t420,CS5,CS16,None,N
t247,CS3,CS7,1,Y
t557,CS7,CS5,2,Y
t408,CS5,CS10,1,Y
t263,CS3,CS15,None,N
t187,CS2,CS16,None,N
t711,CS9,CS4,None,N
t330,CS4,CS10,None,N
t1186,CS15,CS10,4,Y
t304,CS3,CS16,None,N
t379,CS4,CS15,None,N
t407,CS5,CS9,None,N
t574,CS7,CS15,4,Y
t733,CS9,CS16,None,N
t460,CS5,CS16,1,Y
t340,CS4,CS15,3,Y
t437,CS5,CS4,None,N
t565,CS7,CS10,4,Y
t205,CS2,CS5,2,Y
t1255,CS16,CS6,None,N
t245,CS3,CS6,None,N
t370,CS4,CS10,None,N
t291,CS3,CS10,2,Y
t201,CS2,CS3,None,N
t706,CS9,CS2,None,N
t512,CS6,CS2,1,Y
t163,CS2,CS4,None,N
t283,CS3,CS5,None,N
t518,CS6,CS5,None,N
t1159,CS15,CS16,4,Y
t577,CS7,CS16,None,N
t401,CS5,CS6,None,N
t362,CS4,CS6,None,N
t772,CS10,CS16,4,Y
t477,CS6,CS4,None,N
t1273,CS16,CS15,None,N
t498,CS6,CS16,None,N
t1209,CS16,CS2,None,N
t399,CS5,CS4,None,N
t325,CS4,CS7,None,N
t1140,CS15,CS5,None,N
t710,CS9,CS4,None,N
t1187,CS15,CS10,None,N
t1146,CS15,CS9,2,Y
t1256,CS16,CS6,None,N
t329,CS4,CS9,None,N
t395,CS5,CS2,None,N
t286,CS3,CS7,None,N
t1247,CS16,CS2,None,N
t1179,CS15,CS6,None,N
t1171,CS15,CS2,1,Y
t523,CS6,CS9,None,N
t790,CS10,CS5,None,N
t207,CS2,CS6,None,N
t520,CS6,CS7,4,Y
t166,CS2,CS5,None,N
t769,CS10,CS15,4,Y
t1224,CS16,CS10,None,N
t213,CS2,CS10,3,Y
t788,CS10,CS4,None,N
t1180,CS15,CS6,None,N
vehicle_id,loc_css
sv0,CS5
sv1,CS12
sv2,CS2
sv3,CS15
sv4,CS3
sv5,CS6
sv6,CS7
sv7,CS9
sv8,CS5
sv9,CS7
sv10,CS16
sv11,CS7
sv12,CS4
sv13,CS15
sv14,CS6
sv15,CS10
sv16,CS15
sv17,CS9
sv18,CS6
sv19,CS5
sv20,CS2
sv21,CS3
sv22,CS12
sv23,CS3
sv24,CS2
