traveller_id,cus_o,cus_d,highest_pl,whether_request
t858,CS11,CS0,None,N
t1323,CS17,CS1,None,N
t266,CS3,CS17,None,N
t539,CS6,CS17,None,N
t1469,CS19,CS17,None,N
t1220,CS16,CS8,None,N
t1500,CS19,CS13,None,N
t161,CS2,CS3,None,N
t156,CS2,CS0,None,N
t1171,CS15,CS2,None,N
t88,CS1,CS5,None,N
t713,CS9,CS5,None,N
t599,CS8,CS7,None,N
t1543,CS19,CS15,None,N
t1366,CS18,CS3,None,N
t223,CS2,CS15,4,Y
t120,CS1,CS2,None,N
t373,CS4,CS12,None,N
t1477,CS19,CS1,None,N
t1111,CS14,CS10,None,N
t864,CS11,CS3,None,N
t297,CS3,CS13,None,N
t887,CS11,CS15,None,N
t369,CS4,CS10,None,N
t886,CS11,CS15,None,N
t213,CS2,CS10,4,Y
t891,CS11,CS17,None,N
t778,CS10,CS19,2,Y
t292,CS3,CS10,4,Y
t1106,CS14,CS8,None,N
t173,CS2,CS9,None,N
t90,CS1,CS6,None,N
t67,CS0,CS15,4,Y
t586,CS8,CS0,4,Y
t1260,CS16,CS9,None,N
t1275,CS16,CS17,2,Y
t935,CS12,CS19,None,N
t1343,CS17,CS12,None,N
t772,CS10,CS16,1,Y
t1180,CS15,CS6,4,Y
t1423,CS18,CS13,None,N
t1412,CS18,CS8,None,N
t1398,CS18,CS0,4,Y
t1102,CS14,CS5,None,N
t1317,CS17,CS19,None,N
t1531,CS19,CS9,None,N
t993,CS13,CS9,None,N
t129,CS1,CS6,2,Y
t452,CS5,CS12,2,Y
t259,CS3,CS13,None,N
t1235,CS16,CS15,None,N
t945,CS12,CS4,None,N
t1370,CS18,CS5,None,N
t628,CS8,CS2,None,N
t1264,CS16,CS11,None,N
t960,CS12,CS13,None,N
t411,CS5,CS11,None,N
t4,CS0,CS2,None,N
t982,CS13,CS3,None,N
t643,CS8,CS10,None,N
t407,CS5,CS9,None,N
t243,CS3,CS5,None,N
t1252,CS16,CS4,None,N
t972,CS12,CS19,None,N
t152,CS1,CS18,2,Y
t699,CS9,CS19,None,N
t1335,CS17,CS8,None,N
t393,CS5,CS1,2,Y
t1499,CS19,CS13,None,N
t669,CS9,CS3,None,N
t1375,CS18,CS8,None,N
t725,CS9,CS12,None,N
t1161,CS15,CS17,None,N
t149,CS1,CS17,None,N
t1198,CS15,CS17,None,N
t805,CS10,CS13,None,N
t1388,CS18,CS15,None,N
t718,CS9,CS8,None,N
t989,CS13,CS7,None,N
t1462,CS19,CS14,None,N
t1540,CS19,CS14,None,N
t1121,CS14,CS16,None,N
t389,CS4,CS19,None,N
t221,CS2,CS14,1,Y
t991,CS13,CS8,None,N
t1277,CS16,CS18,None,N
t143,CS1,CS14,None,N
t63,CS0,CS13,None,N
t863,CS11,CS2,None,N
t996,CS13,CS11,None,N
t827,CS11,CS4,1,Y
t276,CS3,CS1,None,N
t598,CS8,CS6,4,Y
t398,CS5,CS4,None,N
t256,CS3,CS12,None,N
t349,CS4,CS19,None,N
t1465,CS19,CS15,None,N
t293,CS3,CS11,None,N
t1426,CS18,CS15,4,Y
t544,CS6,CS19,None,N
t591,CS8,CS3,None,N
t633,CS8,CS4,None,N
t207,CS2,CS6,4,Y
t1530,CS19,CS9,None,N
t1152,CS15,CS12,None,N
t684,CS9,CS11,None,N
t206,CS2,CS6,None,N
t1307,CS17,CS13,None,N
t170,CS2,CS8,None,N
t198,CS2,CS1,2,Y
t573,CS7,CS14,None,N
t1313,CS17,CS16,None,N
t896,CS11,CS19,None,N
t528,CS6,CS11,None,N
t1167,CS15,CS0,None,N
t255,CS3,CS11,None,N
t131,CS1,CS8,None,N
t7,CS0,CS4,None,N
t59,CS0,CS11,None,N
t501,CS6,CS17,None,N
t1436,CS19,CS0,None,N
t1126,CS14,CS19,None,N
t824,CS11,CS2,1,Y
t20,CS0,CS11,None,N
t270,CS3,CS19,None,N
t1110,CS14,CS10,None,N
t475,CS6,CS3,None,N
t163,CS2,CS4,None,N
t317,CS4,CS2,1,Y
t1494,CS19,CS10,None,N
t1393,CS18,CS17,None,N
t89,CS1,CS6,None,N
t831,CS11,CS6,None,N
t562,CS7,CS9,None,N
t816,CS10,CS19,None,N
t749,CS10,CS4,None,N
t333,CS4,CS11,1,Y
t322,CS4,CS5,None,N
t779,CS10,CS19,4,Y
t274,CS3,CS0,1,Y
t1303,CS17,CS11,None,N
t823,CS11,CS2,None,N
t900,CS12,CS1,None,N
t1142,CS15,CS6,2,Y
t513,CS6,CS3,None,N
t344,CS4,CS17,None,N
t417,CS5,CS14,None,N
t1251,CS16,CS4,None,N
t890,CS11,CS17,None,N
t1359,CS18,CS0,None,N
t50,CS0,CS6,None,N
t235,CS3,CS0,None,N
t946,CS12,CS5,1,Y
t361,CS4,CS5,None,N
t716,CS9,CS7,None,N
t114,CS1,CS19,None,N
t686,CS9,CS12,None,N
t182,CS2,CS14,None,N
t812,CS10,CS17,None,N
t472,CS6,CS2,None,N
t441,CS5,CS6,None,N
t275,CS3,CS1,None,N
t1471,CS19,CS18,2,Y
t806,CS10,CS14,None,N
t423,CS5,CS17,None,N
t395,CS5,CS2,2,Y
t1218,CS16,CS6,None,N
t1548,CS19,CS18,None,N
t1390,CS18,CS16,4,Y
t462,CS5,CS17,None,N
t1326,CS17,CS3,None,N
t1095,CS14,CS2,None,N
t509,CS6,CS1,None,N
t2,CS0,CS1,2,Y
t127,CS1,CS5,None,N
t32,CS0,CS17,None,N
t397,CS5,CS3,None,N
t668,CS9,CS2,1,Y
t613,CS8,CS15,None,N
t667,CS9,CS2,None,N
t31,CS0,CS16,None,N
t383,CS4,CS17,None,N
t385,CS4,CS18,None,N
t325,CS4,CS7,None,N
t356,CS4,CS2,1,Y
t1108,CS14,CS9,None,N
t71,CS0,CS17,None,N
t1403,CS18,CS3,None,N
t742,CS10,CS0,4,Y
t84,CS1,CS3,4,Y
t220,CS2,CS13,None,N
t576,CS7,CS16,1,Y
t362,CS4,CS6,None,N
t1285,CS17,CS2,None,N
t818,CS10,CS19,None,N
t1247,CS16,CS2,None,N
t83,CS1,CS3,None,N
t739,CS9,CS19,None,N
t691,CS9,CS15,1,Y
t335,CS4,CS12,None,N
t936,CS12,CS0,None,N
t1210,CS16,CS2,None,N
t424,CS5,CS18,None,N
t110,CS1,CS17,None,N
t1287,CS17,CS3,None,N
t52,CS0,CS7,None,N
t987,CS13,CS6,None,N
t819,CS11,CS0,None,N
t876,CS11,CS9,None,N
t1205,CS16,CS0,None,N
t1394,CS18,CS19,None,N
t748,CS10,CS3,None,N
t1360,CS18,CS0,None,N
t233,CS2,CS19,None,N
t1521,CS19,CS4,None,N
t1381,CS18,CS11,None,N
t787,CS10,CS3,None,N
t707,CS9,CS2,None,N
t975,CS13,CS0,None,N
t604,CS8,CS10,4,Y
t832,CS11,CS6,2,Y
t1458,CS19,CS12,None,N
t214,CS2,CS10,2,Y
t44,CS0,CS3,None,N
t947,CS12,CS5,None,N
t759,CS10,CS9,None,N
t205,CS2,CS5,2,Y
t1159,CS15,CS16,None,N
t732,CS9,CS16,None,N
t348,CS4,CS19,None,N
t984,CS13,CS4,None,N
t1432,CS18,CS19,None,N
t790,CS10,CS5,None,N
t569,CS7,CS12,None,N
t523,CS6,CS9,None,N
t1201,CS15,CS18,4,Y
t471,CS6,CS1,None,N
t915,CS12,CS9,None,N
t794,CS10,CS7,None,N
t355,CS4,CS2,None,N
t1271,CS16,CS14,None,N
